No,text,Score_ideal
1343,ordered mobile 3 times got defective products 3 times. what is the guarantee you give for future orders.,
1344,smashwords and flipkart to end distribution relationship ? amazon scores victory,
1346,ping looks like a great product from  looking forward to more innovation from the recently hired tech leaders,
1347,pulse bluetooth speaker is selling cheaper at inr 6500 today,
1349,"16gb for rs. at for more like this, do come to",
1350,rt on flipkart's humble beginnings and market expansion.,
1353,"'pragati', 'alison' &amp; 'parker'   -&gt; discover flipkart offers, coupon codes at",
1354,"'virginia'   -&gt; discover flipkart offers, coupon codes at",
1355,soon we will see exclusive flash sale of cars on,
1357,"my entire khaandaan uses the same flipkart account, just to save money on  flipkart first. no use of",
1358,level 2 elements resistance tube is selling cheaper at inr 1199 today,
1359,good to see all sellers of jalandhar one platform against ekl. this will helpful for all and flipkart too.,
1360,"the 'a' word

click link to choose to buy the book from amazon, flipkart and many more.",
1367,flipkart ping work aahuthaa..?!,
1372,online free flipkart dod samsung microsdhc 32 gb at 749,
1373,send an invite?,
1374,"rt 
pro et701 tablet at 41% off buy for rs 3499 on  here 
go",
1377,all lies always takes customer for ride,
1378,coolpix s9400 advanced point &amp; shoot camera is selling cheaper at inr 14900 today,
1379,sent!,
1381,rt just uninstalled flipkart app  change ur policy..otherwise we will flush u out like anything..,
1382,rt focused on but no timeline to go,
1383,luckily have recorded all the calls to catch your and,
1385,minimum 50% off on pressure cookers &amp; pans - flipkart,
1386,ray ban aviator sunglasses is selling cheaper at inr 5990 today,
1388,"ships faulty product, replace with faulty product &amp; then want you to purchase a new phone to solve their problem",
1389,eos 1200d kit (ef s18-55 is ii) dslr camera is selling cheaper at inr 22800 today,
1390,rvgrocks rt focused on but no timeline to go flipkart …,
1393,it is,
1394,it's available vikramjit. check,
1395,it is available right now. get at,
1398,it is available with another flipkart advantage seller completely safe to buy!,
1399,hey a happy soul  aham_bhram_asmi wanna get free iphone 6? kindly check my bi0. thx,
1400,alpha a77vm (body with 18-135 mm lens) dslr camera is selling cheaper at inr 86890 today,
1401,"my order deliverd at different address than mentioned.
i ordered 3 quantity, on packet its written as 3 bt received only one.",
1402,"unfortunately, their response is too cool &amp; efforts are not seen to rectify mistakes immediately",
1403,"cant you resolve customers issue immediately?
why it takes 10 min to connect call  &amp; need to wait 1 day fr problm solution",
1404,lets see (kisme kitna he dun....) am also in.....,
1406,flipkart's making shopping happening with this chat app,
1408,"buy pop 8s  rs.10,499 from flipkart

buy",
1409,2.1 multimedia speaker system explode is selling cheaper at inr 2498 today,
1410,bought a motox 32gb from flipkart which was downgraded to 16gb while under repairs with motorola. no answers yet in 6 months.,
1411,one flipkart .... i am in....this contest....,
1412,"flipkart exclusive  alcatel pop 8s tablet (black, 8 gb,  rs 10499",
1417,vikeshdhyani flipkart's making shopping happening with this chat app …,
1418,uber cab voucher for your flipkart voucher?,
1420,giant  betting on,
1421,buy xxxl bean bag covers for just rs 699 in flipkart,
1422,giant flips the kart of  wins court battle,
1423,it's logistics guys from who are repeatedly committing the same offence for prepaid orders from,
1424,"giant flipkart betting on visenze forrester
…",
1425,"alcatel pop 8s tablet with voice calling (8 gb, for rs.10499 freebies  flipkart",
1426,"flipkart women's kurta sale 60 % discount. 

offer page",
1427,tag dzire wired mouse just for rs.119 only  flipkart (limited period offer),
1429,"lee, levis, wrangler, pepe &amp; minimum 50% off on men's casual wear  flipkart",
1430,"moto g 3rd gen comes with flipkart app preinstalled, and can't be removed.",
1431,hitech microsdhc 16 gb class 10 premium for rs.379 only  flipkart (limited period offer),
1434,flipkart rethinking its app-only strategy,
1436,"hello flipkart! amazon expands 'prime now' service, offers alcohol delivery for first time",
1438,sandisk cruzer blade 8 gb pendrive is selling cheaper at inr 218 today,
1440,flipkart adds social layer to its mobile app with ping | ndtv gadgets,
1443,assassin's unity is selling cheaper by 4% at inr 890 today,
1446,flipkart has launched its new online shopping in-app feature. stay tuned for more online updates.,
1450,amazon or flipkart... as they are popular here in india,
1451,"launching alcatel pop 8s tablet priced  rs 10,499 in flipkart . get 500rs flipkart gift voucher free with this",
1453,guys join &amp; win 2 smartphone,
1454,rt flipkart has launched its new online shopping in-app feature. stay tuned for more online updates.,
1455,when motog3 16gb addition will available (currently out of stock).... eagerly waiting for it.,
1456,i3 3220 is selling cheaper at inr 7150 today,
1458,flipkart keeps app plan on hold to assess how it will impact sales in big-ticket categories | et...,
1460,"this \patel summelan\\ crowd in ahmedabad looks like a vc funded party at flipkart - lots of noise""",
1462,read to win smartphone?,
1465,"rt this \patel summelan\\ crowd in ahmedabad looks like a vc funded party at flipkart - lots of noise""",
1466,rt ama  this 5th of sep at 3pm,
1467,rt  read to win smartphone?,
1470,ya i am in,
1471,i want to win a smartphone.......,
1472,please raise a return request from your flipkart account for further assistance. sorry for the inconvenience though.,
1473,"baught redmi2prime frm on 14th aug15. mfg date sept2015,fooling ppl its made in india.manuals in chinese.",
1474,flipkart android app is now available at repository.,
1475,rt   this happens when u buy product on  plz sell product on,
1476,rt  how the hell? how can you cancel an order after being shipped!!!! and for a silly reason.,
1477,"rt  , kudos to you guys for moving at such a fast pace to become used or refurbished products are the on…",
1478,"rt  use for all complaint's, i'm fighting for right against flipkart!",
1479,rt  is  is,
1480,"rt how  sell things
.
.
.
.
err, i mean ethics",
1483,rt   u have not refunded my money back for the damaged good. its now a or a…,
1484,congratulations for the the ping app sir. i had similar plans. sir would love to be an intern at flipkart and make a difference.,
1486,"check this out on flipkart!
the next and the best smartphone by samsung",
1487,rt fucking sent my order after just one delivery attempt that too on a had to reorder &amp; wait fr another 3 da…,
1488,i will cancel my order nd place it on desi,
1490,*author news* smashwords and flipkart to end distribution relationship,
1491,hey   how do sell a honor6 wth defected screen &amp; refuse to replace it! od203620748677700500 is the order fyi,
1492,is our with me or everyone.. no single image is loading on flipkart app. on a decent 3g network.!!,
1493,and guess what no return option on cc number.,
1494,"nikon withdraws caution notice against flipkart, snapdeal - livemint",
1498,"that's another successful k3 note sale. all thanks to you guys. also, get ready for the open sale on sept 2",
1499,"rt that's another successful k3 note sale. all thanks to you guys. also, get ready for the open sale on sept 2",
1500,rt *author news* smashwords and flipkart to end distribution relationship,
1504,leaving customers hanging has become your habit! not responding to calls &amp; asking to do unecessary software reset,
1507,rt our book is available on and hope you like it.,
1508,when the screen is clearly defected! what are you trying? to fool me? seriously?,
1511,"what r u checking i hv dropped pic of d product received, delivery boy hving in hand",
1516,rt  i love my sister  cute smile when i gift her flipkart voucher to shop at her will. that's amaz…,
1518,sending u again,
1520,"don't fight guys, you both are responsible for capturing smiles across",
1521,smashwords &amp; flipkart to end distribution relationship – kdp info–must read,
1523,it is recent one. what is the status of my 3 month old issue.,
1524,community has enough money to participate in flipkart's next round of funding,
1525,just tweet we are worse than baggers i will leave my money,
1526,tweet we are raised to be like this i will give u more money,
1529,just tweet this practice is hereditary i will ask 2-3 people to donate u,
1535,anyone who want to work for then check out -,
1537,"i want to exchange my flipkart voucher worth with amazon voucher 
 rt please",
1539,great.. !! !!!,
1541,please write to amar[at]flipkart[dot]com there is always a possibility with us if interests match.,
1542,flipkart home security cameras upto 70% off home security cameras best price,
1544,how to remove or disable the feature from your app on my phone?,
1545,"hey shopper,check out this latest flipkart — gift vouchers rs. 250 cashback...",
1546,thr wud b open sale of on  ? no reg nothing.. straightaway logon to website n buy?,
1547,yessir that's right!,
1549,"hey shopper,check out this latest flipkart — gift vouchers rs. 250 cashback on rs. 4000 …",
1551,amkette wired s6 for rs.595 | s8 for rs.879 only  flipkart (limited period deal),
1552,"adobe and flipkart executives present used cars platform 

user cars seekers can find a reliabl...",
1554,surprise prize! preorder 'all aboard' from  answer one question. click,
1556,finally got the ping invites. can't wait to try,
1558,"i want to beat online shopping portals giants like amazon and flipkart , want to buy anything they have",
1559,"upload you restaurant bills on this app and get free bookmyshow, flipkart &amp; amazon vouchers.",
