,score,text,score_ideal
2798,0,giant  betting on,
2799,0,buy xxxl bean bag covers for just rs 699 in flipkart,
2800,3,giant flips the kart of  wins court battle,
2801,1,it's logistics guys from who are repeatedly committing the same offence for prepaid orders from,
2802,0,"giant flipkart betting on visenze forrester
…",
2803,0,"alcatel pop 8s tablet with voice calling (8 gb, for rs.10499 freebies  flipkart",
2804,0,"flipkart women's kurta sale 60 % discount. 

offer page",
2805,0,tag dzire wired mouse just for rs.119 only  flipkart (limited period offer),
2806,0,"lee, levis, wrangler, pepe &amp; minimum 50% off on men's casual wear  flipkart",
2807,0,"moto g 3rd gen comes with flipkart app preinstalled, and can't be removed.",
2808,0,hitech microsdhc 16 gb class 10 premium for rs.379 only  flipkart (limited period offer),
2809,0,flipkart rethinking its app-only strategy,
2810,1,"hello flipkart! amazon expands 'prime now' service, offers alcohol delivery for first time",
2811,0,sandisk cruzer blade 8 gb pendrive is selling cheaper at inr 218 today,
2812,0,flipkart adds social layer to its mobile app with ping | ndtv gadgets,
2813,0,assassin's unity is selling cheaper by 4% at inr 890 today,
2814,1,flipkart has launched its new online shopping in-app feature. stay tuned for more online updates.,
2815,3,amazon or flipkart... as they are popular here in india,
2816,3,"launching alcatel pop 8s tablet priced  rs 10,499 in flipkart . get 500rs flipkart gift voucher free with this",
2817,5,guys join &amp; win 2 smartphone,
2818,1,rt flipkart has launched its new online shopping in-app feature. stay tuned for more online updates.,
2819,0,when motog3 16gb addition will available (currently out of stock).... eagerly waiting for it.,
2820,0,i3 3220 is selling cheaper at inr 7150 today,
2821,0,flipkart keeps app plan on hold to assess how it will impact sales in big-ticket categories | et...,
2822,2,"this \patel summelan\\ crowd in ahmedabad looks like a vc funded party at flipkart - lots of noise""",
2823,4,read to win smartphone?,
2824,2,"rt this \patel summelan\\ crowd in ahmedabad looks like a vc funded party at flipkart - lots of noise""",
2825,0,rt ama  this 5th of sep at 3pm,
2826,4,rt  read to win smartphone?,
2827,0,ya i am in,
2828,5,i want to win a smartphone.......,
2829,-2,please raise a return request from your flipkart account for further assistance. sorry for the inconvenience though.,
2830,0,"baught redmi2prime frm on 14th aug15. mfg date sept2015,fooling ppl its made in india.manuals in chinese.",
2831,0,flipkart android app is now available at repository.,
2832,0,rt   this happens when u buy product on  plz sell product on,
2833,-2,rt  how the hell? how can you cancel an order after being shipped!!!! and for a silly reason.,
2834,3,"rt  , kudos to you guys for moving at such a fast pace to become used or refurbished products are the on…",
2835,0,"rt  use for all complaint's, i'm fighting for right against flipkart!",
2836,0,rt  is  is,
2837,0,"rt how  sell things
.
.
.
.
err, i mean ethics",
2838,0,rt   u have not refunded my money back for the damaged good. its now a or a…,
2839,5,congratulations for the the ping app sir. i had similar plans. sir would love to be an intern at flipkart and make a difference.,
2840,3,"check this out on flipkart!
the next and the best smartphone by samsung",
2841,-4,rt fucking sent my order after just one delivery attempt that too on a had to reorder &amp; wait fr another 3 da…,
2842,-1,i will cancel my order nd place it on desi,
2843,0,*author news* smashwords and flipkart to end distribution relationship,
2844,-2,hey   how do sell a honor6 wth defected screen &amp; refuse to replace it! od203620748677700500 is the order fyi,
2845,-1,is our with me or everyone.. no single image is loading on flipkart app. on a decent 3g network.!!,
2846,-1,and guess what no return option on cc number.,
2847,0,"nikon withdraws caution notice against flipkart, snapdeal - livemint",
2848,5,"that's another successful k3 note sale. all thanks to you guys. also, get ready for the open sale on sept 2",
2849,5,"rt that's another successful k3 note sale. all thanks to you guys. also, get ready for the open sale on sept 2",
2850,0,rt *author news* smashwords and flipkart to end distribution relationship,
2851,0,leaving customers hanging has become your habit! not responding to calls &amp; asking to do unecessary software reset,
2852,4,rt our book is available on and hope you like it.,
2853,-1,when the screen is clearly defected! what are you trying? to fool me? seriously?,
2854,0,"what r u checking i hv dropped pic of d product received, delivery boy hving in hand",
2855,9,rt  i love my sister  cute smile when i gift her flipkart voucher to shop at her will. that's amaz…,
2856,0,sending u again,
2857,3,"don't fight guys, you both are responsible for capturing smiles across",
2858,0,smashwords &amp; flipkart to end distribution relationship – kdp info–must read,
2859,0,it is recent one. what is the status of my 3 month old issue.,
2860,0,community has enough money to participate in flipkart's next round of funding,
2861,-4,just tweet we are worse than baggers i will leave my money,
2862,2,tweet we are raised to be like this i will give u more money,
2863,0,just tweet this practice is hereditary i will ask 2-3 people to donate u,
2864,1,anyone who want to work for then check out -,
2865,4,"i want to exchange my flipkart voucher worth with amazon voucher 
 rt please",
2866,0,great.. !! !!!,
2867,2,please write to amar[at]flipkart[dot]com there is always a possibility with us if interests match.,
2868,3,flipkart home security cameras upto 70% off home security cameras best price,
2869,0,how to remove or disable the feature from your app on my phone?,
2870,2,"hey shopper,check out this latest flipkart — gift vouchers rs. 250 cashback...",
2871,-1,thr wud b open sale of on  ? no reg nothing.. straightaway logon to website n buy?,
2872,0,yessir that's right!,
2873,2,"hey shopper,check out this latest flipkart — gift vouchers rs. 250 cashback on rs. 4000 …",
2874,0,amkette wired s6 for rs.595 | s8 for rs.879 only  flipkart (limited period deal),
2875,0,"adobe and flipkart executives present used cars platform 

user cars seekers can find a reliabl...",
2876,0,surprise prize! preorder 'all aboard' from  answer one question. click,
2877,0,finally got the ping invites. can't wait to try,
2878,4,"i want to beat online shopping portals giants like amazon and flipkart , want to buy anything they have",
2879,1,"upload you restaurant bills on this app and get free bookmyshow, flipkart &amp; amazon vouchers.",
2880,1,"upload you restaurant bills on this app and get free bookmyshow, flipkart &amp; amazon vouchers.
…",
2881,1,"...lot of false promises for last 3 days, pl update...",
2882,0,"we don't mean to sound rude, but the fact is that the flipkart notifications doesn't work most of the time.",
2883,0,",dis is regarding ur latest ofr of xtra 5% off while payng by visa debit card.bt dis didnt happened with me..od003737238930525500",
2884,0,for my last it is 3 months and still going on. so how much time for this issue.,
2885,1,"executives join hands to float platform for used cars, spinny",
2886,-2,how fool u think customers are. i have posted screenshots of everything,
2887,4,top executives are leaving startups like flipkart. are they hungry to start their own ventures?,
2888,0,and u r dropping a mail that u r nt able 2 find my order to check,
2889,0,rt surprise prize! preorder 'all aboard' from  answer one question. click,
2890,2,"you need to put a price on your content, flipkart must give u shares for promoting them ;)",
2891,4,"boost for etailers like flipkart, amazon as drugs act to be tweaked to allow online sales -",
2892,2,"rt 
all ur get u cashback that can be redeemed  flipkart, jabong check &amp;",
2893,0,same product but price differ,
2894,0,its surprising why flipkart keeps sending defective pieces to a person i follow. she keeps complaining. yet still orders from them.,
2895,0,hd 203 wired headphones is selling cheaper by 3% at inr 2500 today,
2896,0,flipkart offers zone via  offers zone,
2897,2,70% off summer infant deluxe comfort baby bath seat price mrp,
2898,1,grab now!! fresh stock manufactured in our europe unit is  set for both  &amp;  with expiring in 2017 from,
2899,0,syma s107 &amp; s107g rc helicopter is selling cheaper by 6% at inr 1095 today,
2900,0,rt smashwords and flipkart to end distribution relati...,
2901,1,dear friends view this links and buy india's no.1 brand vivah bridal chura at lowest prices,
2902,0,"how flipkart’s and snapdeal’s gmvs speak of their skyrocketing 
indian e-commerce behemoths, flipkart...",
2903,1,"snapdeal xolo era go big at rs.4,444 (5\",
2904,3,nice,
2905,0,ys making sense of flipkart’s and snapdeal’s valuations through their gmv,
2906,1,"when i bought  m1 note 1m ago, ppl quaffed, not laughing r we now ;)! li launching powerhouse with  on",
2907,0,indian startups that raised the highest,
2908,0,buy airwick fragrances at flat 30% off from snapdeal,
2909,0,rt long tail brands continue crowd the indian smartphone market and again going through e-commerce route..,
2910,1,i've shopped at  get latest and extra for etc. join at,
2911,0,nikon india is withdraws its consumer advisory against flipkart and snapdeal,
2912,0,retweet_count,
2913,0,"\shrinking interactions with the founders coupled with decreased influence on impactful decisions\\""
2450""",
2914,0,"of an invincible man who refused to give up, \god walks my dreams\\""
2621""",
2915,0,"\flipkart deals &amp; discount coupons\\""
3118""",
2916,-1,- 48% off on peperone pslrb469 blue sling bags in snapdeal at lowest deal price,
2917,-2,- 50% off on butterflies bns-0529wh white shoulder bags no in snapdeal at lowest deal price,
2918,-1,- 66% off on diana korr dk28hapr beige shoulder bags in snapdeal at lowest deal price,
2919,-1,- 58% off on butterflies pink cross body sling bag in snapdeal at lowest deal price,
2920,-1,- 62% off on butterflies bns0256 white front 2 pocket shoulder bag in snapdeal at lowest deal price,
2921,2,"hii sanjay kumar ray sanjaykray, want to get iph0ne 6 for free? please go check my bi0. thx",
2922,0,shop here,
2923,0,".
.
.
.
.
.
is",
2924,0,"rt rt now she will hit me the stone, snapdeal  delivered me inste…",
2925,4,"why top executives are leaving startups like flipkart, snapdeal, ola &amp; others - the -",
2926,4,"why top executives are leaving startups like flipkart, snapdeal, ola &amp; others 

read more",
2927,4,snapdeal is a nice website. it is very easy to shop from snapdeal.,
2928,4,we wish all of you a very happy,
2929,0,order id for 2 led tv 7899720883,
2930,4,rt we wish all of you a very happy,
2931,0,onam .,
2932,3,happy time to treat your taste buds with kerala's traditional dishes,
2933,-1,- 77% off on mughal chandbali collection in snapdeal at lowest deal price,
2934,-1,- 86% off on shining diva fashion white gold plated heart pendant necklace in snapdeal at lowest deal…,
2935,3,happy onam to the whole nation!,
2936,0,pure cotton bed sheet available on every online site. buy it now,
2937,0,up to 70% discount on rakhis &amp; gifts,
2938,5,"please team announce winner
<ed>",
2939,5,rt  the only online shoppin portal 4 me is you ! love u snapdeal ! u have regained a customer! thanks again,
2940,3,found shopping on snapdeal to be very good. i was happy to get my product delivered very quickly.,
2941,3,happy onam,
2942,0,98762 products started on flipkart and snapdeal......,
2943,0,lumia 535 is selling cheaper at inr 6497 today,
2944,2,rt we strive hard to see our customers happy &amp; satisfied.,
2945,1,why can't  or  begin promoting geeta press books? more business would being sustainable viability.,
2946,1,rt why can't  or  begin promoting geeta press books? more business would being sustainable viability.,
2947,0,"how can you cheating with valued customers? that's why ppl call 'chor bazaar' to you.
learn from",
